"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0018209" "BP" "GO:0018209" "peptidyl-serine modification" "9/92" "338/18723" 4.26628562083088e-05 0.000350079208657894 0.000208502680717299 "TBK1/STK4/MST1/IFNG/MTOR/TNF/VEGFA/MAPK3/ERN1" 9
"GO:0150077" "BP" "GO:0150077" "regulation of neuroinflammatory response" "4/92" "40/18723" 4.3571796488164e-05 0.000356519086934493 0.00021233818951347 "IL1B/CCL3/IL18/TNF" 4
"GO:0032872" "BP" "GO:0032872" "regulation of stress-activated MAPK cascade" "7/92" "192/18723" 4.48858634644816e-05 0.000366227840539748 0.00021812059847423 "IL1B/TLR3/TRAF3/TLR4/TNF/VEGFA/MAPK3" 7
"GO:0019079" "BP" "GO:0019079" "viral genome replication" "6/92" "131/18723" 4.55731865281693e-05 0.000370782412773094 0.000220833243203444 "CXCL8/IFIH1/MAVS/RSAD2/TNF/MX1" 6
"GO:2000106" "BP" "GO:2000106" "regulation of leukocyte apoptotic process" "5/92" "81/18723" 4.89938837883525e-05 0.000397487102373301 0.000236738213369232 "DOCK8/RAG1/FADD/ADAM17/IL10" 5
"GO:0070302" "BP" "GO:0070302" "regulation of stress-activated protein kinase signaling cascade" "7/92" "195/18723" 4.95248983434916e-05 0.000400663402936642 0.000238629977192509 "IL1B/TLR3/TRAF3/TLR4/TNF/VEGFA/MAPK3" 7
"GO:0032725" "BP" "GO:0032725" "positive regulation of granulocyte macrophage colony-stimulating factor production" "3/92" "15/18723" 5.00530532285639e-05 0.000402667699922789 0.00023982371073689 "IL1B/DDX58/IL18" 3
"GO:0140374" "BP" "GO:0140374" "antiviral innate immune response" "3/92" "15/18723" 5.00530532285639e-05 0.000402667699922789 0.00023982371073689 "CXCL10/DDX58/MX1" 3
"GO:0030574" "BP" "GO:0030574" "collagen catabolic process" "4/92" "42/18723" 5.29656510414191e-05 0.000424908798298759 0.000253070223294049 "CTSB/CTSL/CTSS/FURIN" 4
"GO:0051962" "BP" "GO:0051962" "positive regulation of nervous system development" "8/92" "272/18723" 5.80680927810968e-05 0.000461577713467646 0.000274909758241066 "IL1B/CX3CR1/IL6ST/IFNG/MTOR/NRP1/TNF/VEGFA" 8
"GO:0014002" "BP" "GO:0014002" "astrocyte development" "4/92" "43/18723" 5.81793636056016e-05 0.000461577713467646 0.000274909758241066 "IFNGR1/IFNG/TLR4/TNF" 4
"GO:0036230" "BP" "GO:0036230" "granulocyte activation" "4/92" "43/18723" 5.81793636056016e-05 0.000461577713467646 0.000274909758241066 "CCR2/CCL3/CXCL8/IL18" 4
"GO:2001239" "BP" "GO:2001239" "regulation of extrinsic apoptotic signaling pathway in absence of ligand" "4/92" "43/18723" 5.81793636056016e-05 0.000461577713467646 0.000274909758241066 "IL1B/IL7/TNF/MCL1" 4
"GO:0002830" "BP" "GO:0002830" "positive regulation of type 2 immune response" "3/92" "16/18723" 6.13846167393571e-05 0.000483004436371051 0.000287671239225538 "IL18/NLRP3/RSAD2" 3
"GO:0010819" "BP" "GO:0010819" "regulation of T cell chemotaxis" "3/92" "16/18723" 6.13846167393571e-05 0.000483004436371051 0.000287671239225538 "CCR2/ADAM17/CXCL10" 3
"GO:0034116" "BP" "GO:0034116" "positive regulation of heterotypic cell-cell adhesion" "3/92" "16/18723" 6.13846167393571e-05 0.000483004436371051 0.000287671239225538 "IL1B/IL10/TNF" 3
"GO:2001233" "BP" "GO:2001233" "regulation of apoptotic signaling pathway" "9/92" "356/18723" 6.36701125238387e-05 0.000498943099782837 0.000297164102458258 "IL1B/CX3CR1/FADD/STK4/IL7/NRP1/SERPINE1/TNF/MCL1" 9
"GO:0046427" "BP" "GO:0046427" "positive regulation of receptor signaling pathway via JAK-STAT" "4/92" "44/18723" 6.37577011212748e-05 0.000498943099782837 0.000297164102458258 "IL6R/IL10/JAK2/TNF" 4
"GO:0071900" "BP" "GO:0071900" "regulation of protein serine/threonine kinase activity" "9/92" "359/18723" 6.7903714959216e-05 0.000529944210225185 0.000315627965700017 "IL1B/STK4/MST1/ADAM17/IFNG/TLR4/TNF/VEGFA/ERN1" 9
"GO:0001776" "BP" "GO:0001776" "leukocyte homeostasis" "5/92" "87/18723" 6.90385077153936e-05 0.00053734036357347 0.000320033019647738 "CCR2/RAG1/FADD/ADAM17/IL2RA" 5
"GO:0050829" "BP" "GO:0050829" "defense response to Gram-negative bacterium" "5/92" "88/18723" 7.29155638167286e-05 0.000565944231704638 0.000337069116156002 "IL6R/SLC11A1/CD4/SERPINE1/TLR4" 5
"GO:0019885" "BP" "GO:0019885" "antigen processing and presentation of endogenous peptide antigen via MHC class I" "3/92" "17/18723" 7.42733627057377e-05 0.000565944231704638 0.000337069116156002 "HLA-A/HLA-C/HLA-B" 3
"GO:0032604" "BP" "GO:0032604" "granulocyte macrophage colony-stimulating factor production" "3/92" "17/18723" 7.42733627057377e-05 0.000565944231704638 0.000337069116156002 "IL1B/DDX58/IL18" 3
"GO:0032645" "BP" "GO:0032645" "regulation of granulocyte macrophage colony-stimulating factor production" "3/92" "17/18723" 7.42733627057377e-05 0.000565944231704638 0.000337069116156002 "IL1B/DDX58/IL18" 3
"GO:0097067" "BP" "GO:0097067" "cellular response to thyroid hormone stimulus" "3/92" "17/18723" 7.42733627057377e-05 0.000565944231704638 0.000337069116156002 "CTSB/CTSL/CTSS" 3
"GO:1901550" "BP" "GO:1901550" "regulation of endothelial cell development" "3/92" "17/18723" 7.42733627057377e-05 0.000565944231704638 0.000337069116156002 "IL1B/TNF/VEGFA" 3
"GO:1903140" "BP" "GO:1903140" "regulation of establishment of endothelial barrier" "3/92" "17/18723" 7.42733627057377e-05 0.000565944231704638 0.000337069116156002 "IL1B/TNF/VEGFA" 3
"GO:0070555" "BP" "GO:0070555" "response to interleukin-1" "6/92" "143/18723" 7.42900332007829e-05 0.000565944231704638 0.000337069116156002 "IL1B/IL1RN/CCL3/CXCL8/NFKB1/MAPK3" 6
"GO:0046330" "BP" "GO:0046330" "positive regulation of JNK cascade" "5/92" "89/18723" 7.69582791488257e-05 0.00058472004686621 0.000348251750534229 "IL1B/TLR3/TRAF3/TLR4/TNF" 5
"GO:0097300" "BP" "GO:0097300" "programmed necrotic cell death" "4/92" "47/18723" 8.28349123159268e-05 0.00062770941470011 0.000373855665916904 "TLR3/FADD/IRF3/TNF" 4
"GO:0043523" "BP" "GO:0043523" "regulation of neuron apoptotic process" "7/92" "212/18723" 8.384782301381e-05 0.000633713020251743 0.000377431336281001 "CX3CR1/CCL3/IL10/JAK2/NRP1/TNF/MCL1" 7
"GO:0002275" "BP" "GO:0002275" "myeloid cell activation involved in immune response" "5/92" "91/18723" 8.55600499659752e-05 0.000644956597118847 0.000384127866265257 "CX3CR1/CCR2/CCL3/TICAM1/IFNG" 5
"GO:0002295" "BP" "GO:0002295" "T-helper cell lineage commitment" "3/92" "18/18723" 8.88111093187814e-05 0.000667710748595655 0.000397679946660292 "IL6R/STAT3/MTOR" 3
"GO:0002673" "BP" "GO:0002673" "regulation of acute inflammatory response" "4/92" "48/18723" 9.00272031884786e-05 0.000675086494927704 0.000402072846451224 "IL1B/IL6ST/NLRP3/TNF" 4
"GO:0016525" "BP" "GO:0016525" "negative regulation of angiogenesis" "6/92" "149/18723" 9.32589002017909e-05 0.000697498857759228 0.000415421361918614 "STAT1/CCR2/CXCL10/SERPINE1/TNF/SARS1" 6
"GO:0006953" "BP" "GO:0006953" "acute-phase response" "4/92" "49/18723" 9.76628293095673e-05 0.000722906303549168 0.000430553710331109 "IL6R/IL1B/STAT3/TNF" 4
"GO:0030225" "BP" "GO:0030225" "macrophage differentiation" "4/92" "49/18723" 9.76628293095673e-05 0.000722906303549168 0.000430553710331109 "FADD/CD4/IFNG/VEGFA" 4
"GO:1904707" "BP" "GO:1904707" "positive regulation of vascular associated smooth muscle cell proliferation" "4/92" "49/18723" 9.76628293095673e-05 0.000722906303549168 0.000430553710331109 "IL10/JAK2/TNF/ERN1" 4
"GO:1904894" "BP" "GO:1904894" "positive regulation of receptor signaling pathway via STAT" "4/92" "49/18723" 9.76628293095673e-05 0.000722906303549168 0.000430553710331109 "IL6R/IL10/JAK2/TNF" 4
"GO:2000181" "BP" "GO:2000181" "negative regulation of blood vessel morphogenesis" "6/92" "151/18723" 0.000100373902812209 0.00074106387886032 0.00044136812899429 "STAT1/CCR2/CXCL10/SERPINE1/TNF/SARS1" 6
"GO:1901343" "BP" "GO:1901343" "negative regulation of vasculature development" "6/92" "152/18723" 0.000104089775071036 0.000758325304080191 0.000451648812172083 "STAT1/CCR2/CXCL10/SERPINE1/TNF/SARS1" 6
"GO:0002532" "BP" "GO:0002532" "production of molecular mediator involved in inflammatory response" "5/92" "95/18723" 0.000104968419256506 0.000758325304080191 0.000451648812172083 "STAT3/TICAM1/SERPINE1/TLR4/TNF" 5
"GO:0002281" "BP" "GO:0002281" "macrophage activation involved in immune response" "3/92" "19/18723" 0.000105088255927547 0.000758325304080191 0.000451648812172083 "CX3CR1/TICAM1/IFNG" 3
"GO:0002483" "BP" "GO:0002483" "antigen processing and presentation of endogenous peptide antigen" "3/92" "19/18723" 0.000105088255927547 0.000758325304080191 0.000451648812172083 "HLA-A/HLA-C/HLA-B" 3
"GO:0002888" "BP" "GO:0002888" "positive regulation of myeloid leukocyte mediated immunity" "3/92" "19/18723" 0.000105088255927547 0.000758325304080191 0.000451648812172083 "TICAM1/DDX58/MAVS" 3
"GO:0070233" "BP" "GO:0070233" "negative regulation of T cell apoptotic process" "3/92" "19/18723" 0.000105088255927547 0.000758325304080191 0.000451648812172083 "DOCK8/RAG1/FADD" 3
"GO:0140131" "BP" "GO:0140131" "positive regulation of lymphocyte chemotaxis" "3/92" "19/18723" 0.000105088255927547 0.000758325304080191 0.000451648812172083 "CCR2/CCL3/ADAM17" 3
"GO:1900221" "BP" "GO:1900221" "regulation of amyloid-beta clearance" "3/92" "19/18723" 0.000105088255927547 0.000758325304080191 0.000451648812172083 "IFNGR1/IFNG/TNF" 3
"GO:1903975" "BP" "GO:1903975" "regulation of glial cell migration" "3/92" "19/18723" 0.000105088255927547 0.000758325304080191 0.000451648812172083 "CX3CR1/CCR2/CCL3" 3
"GO:0070231" "BP" "GO:0070231" "T cell apoptotic process" "4/92" "50/18723" 0.000105758101982618 0.000761246287955083 0.000453388512654673 "DOCK8/RAG1/FADD/IL2RA" 4
"GO:0010720" "BP" "GO:0010720" "positive regulation of cell development" "8/92" "298/18723" 0.000109660045299219 0.00078735912524839 0.000468940983187448 "IL1B/CX3CR1/IL6ST/IFNG/MTOR/NRP1/TNF/VEGFA" 8
"GO:0030856" "BP" "GO:0030856" "regulation of epithelial cell differentiation" "6/92" "154/18723" 0.00011184960901732 0.000801077498996864 0.000477111470411195 "IL1B/STAT1/IFNG/SERPINE1/TNF/VEGFA" 6
"GO:0120162" "BP" "GO:0120162" "positive regulation of cold-induced thermogenesis" "5/92" "97/18723" 0.000115857215048835 0.000825954382099484 0.000491927822500975 "CPT2/CCR2/IL18/JAK2/VEGFA" 5
"GO:0006606" "BP" "GO:0006606" "protein import into nucleus" "6/92" "155/18723" 0.00011589819498123 0.000825954382099484 0.000491927822500975 "RANBP2/NUP214/STAT3/IFNG/JAK2/MAVS" 6
"GO:2001234" "BP" "GO:2001234" "negative regulation of apoptotic signaling pathway" "7/92" "224/18723" 0.000118188071766789 0.000840188470579751 0.000500405462795813 "IL1B/CX3CR1/IL7/NRP1/SERPINE1/TNF/MCL1" 7
"GO:0016485" "BP" "GO:0016485" "protein processing" "7/92" "225/18723" 0.000121500696105798 0.000861604936335435 0.000513160834754831 "FADD/ACE/ADAM17/CTSL/CTSS/FURIN/SERPINE1" 7
"GO:0009110" "BP" "GO:0009110" "vitamin biosynthetic process" "3/92" "20/18723" 0.000123193796731406 0.000862957522469752 0.000513966417685584 "IFNG/NFKB1/TNF" 3
"GO:0042359" "BP" "GO:0042359" "vitamin D metabolic process" "3/92" "20/18723" 0.000123193796731406 0.000862957522469752 0.000513966417685584 "IFNG/NFKB1/TNF" 3
"GO:0060252" "BP" "GO:0060252" "positive regulation of glial cell proliferation" "3/92" "20/18723" 0.000123193796731406 0.000862957522469752 0.000513966417685584 "IL1B/MTOR/TNF" 3
"GO:0098543" "BP" "GO:0098543" "detection of other organism" "3/92" "20/18723" 0.000123193796731406 0.000862957522469752 0.000513966417685584 "HLA-A/TLR4/HLA-B" 3
"GO:1902004" "BP" "GO:1902004" "positive regulation of amyloid-beta formation" "3/92" "20/18723" 0.000123193796731406 0.000862957522469752 0.000513966417685584 "IFNGR1/IFNG/TNF" 3
"GO:0002262" "BP" "GO:0002262" "myeloid cell homeostasis" "6/92" "157/18723" 0.000124344479101816 0.000868898647154294 0.000517504875247664 "STAT1/CCR2/STAT3/ADAM17/JAK2/VEGFA" 6
"GO:0031341" "BP" "GO:0031341" "regulation of cell killing" "5/92" "99/18723" 0.000127592381608617 0.000885133623139972 0.000527174218443943 "CX3CR1/FADD/HLA-A/IFNG/HLA-B" 5
"GO:0033209" "BP" "GO:0033209" "tumor necrosis factor-mediated signaling pathway" "5/92" "99/18723" 0.000127592381608617 0.000885133623139972 0.000527174218443943 "STAT1/TRAF3/ADAM17/JAK2/TNF" 5
"GO:0042100" "BP" "GO:0042100" "B cell proliferation" "5/92" "99/18723" 0.000127592381608617 0.000885133623139972 0.000527174218443943 "TICAM1/CD19/IL10/IL7/TLR4" 5
"GO:0051170" "BP" "GO:0051170" "import into nucleus" "6/92" "159/18723" 0.000133272277672378 0.000922308389096554 0.000549315031623625 "RANBP2/NUP214/STAT3/IFNG/JAK2/MAVS" 6
"GO:0070228" "BP" "GO:0070228" "regulation of lymphocyte apoptotic process" "4/92" "54/18723" 0.000143067926753136 0.000984005838028577 0.000586061239846224 "DOCK8/RAG1/FADD/IL10" 4
"GO:0038083" "BP" "GO:0038083" "peptidyl-tyrosine autophosphorylation" "3/92" "21/18723" 0.000143215334364883 0.000984005838028577 0.000586061239846224 "ACE/VEGFA/MAPK3" 3
"GO:0046641" "BP" "GO:0046641" "positive regulation of alpha-beta T cell proliferation" "3/92" "21/18723" 0.000143215334364883 0.000984005838028577 0.000586061239846224 "CCR2/HLA-A/IL18" 3
"GO:1905517" "BP" "GO:1905517" "macrophage migration" "4/92" "55/18723" 0.000153712065306493 0.0010515500110225 0.000626289681832417 "CX3CR1/CCR2/CCL3/MAPK3" 4
"GO:0019233" "BP" "GO:0019233" "sensory perception of pain" "5/92" "103/18723" 0.000153778204954544 0.0010515500110225 0.000626289681832417 "CCR2/CCL3/IL10/MTOR/MAPK3" 5
"GO:0046634" "BP" "GO:0046634" "regulation of alpha-beta T cell activation" "5/92" "104/18723" 0.000160923412646307 0.00109779582213823 0.000653833093012251 "CCR2/HLA-A/IFNG/IL18/NLRP3" 5
"GO:0061042" "BP" "GO:0061042" "vascular wound healing" "3/92" "22/18723" 0.000165239093375769 0.00112456558335358 0.000669776818996321 "SERPINE1/TNF/VEGFA" 3
"GO:0046822" "BP" "GO:0046822" "regulation of nucleocytoplasmic transport" "5/92" "106/18723" 0.000175972991226078 0.00119478588841914 0.000711599130875644 "IL1B/NUP214/IFNG/JAK2/MAVS" 5
"GO:0009895" "BP" "GO:0009895" "negative regulation of catabolic process" "8/92" "320/18723" 0.000178761705248527 0.00121085758838153 0.000721171228969354 "IL1B/STAT3/SLC11A1/FURIN/IL10/MTOR/TNF/MCL1" 8
"GO:0002763" "BP" "GO:0002763" "positive regulation of myeloid leukocyte differentiation" "4/92" "58/18723" 0.000189080409381733 0.00127356676649008 0.000758520010096165 "FADD/CD4/IFNG/TNF" 4
"GO:0010574" "BP" "GO:0010574" "regulation of vascular endothelial growth factor production" "4/92" "58/18723" 0.000189080409381733 0.00127356676649008 0.000758520010096165 "IL1B/CCR2/IL6ST/SARS1" 4
"GO:0045662" "BP" "GO:0045662" "negative regulation of myoblast differentiation" "3/92" "23/18723" 0.000189349933597236 0.00127356676649008 0.000758520010096165 "CXCL10/IL18/TNF" 3
"GO:0033138" "BP" "GO:0033138" "positive regulation of peptidyl-serine phosphorylation" "5/92" "108/18723" 0.000192074478631361 0.00128887360427399 0.000767636566099264 "TBK1/STK4/IFNG/TNF/VEGFA" 5
"GO:0006898" "BP" "GO:0006898" "receptor-mediated endocytosis" "7/92" "244/18723" 0.000200243513932163 0.00134055797672068 0.000798419114562053 "CAP1/AAK1/CD14/CTSL/CXCL8/SERPINE1/VEGFA" 7
"GO:0032768" "BP" "GO:0032768" "regulation of monooxygenase activity" "4/92" "59/18723" 0.000202073708332314 0.00134966439611722 0.000803842781003697 "IL1B/IFNG/NFKB1/TNF" 4
"GO:0051099" "BP" "GO:0051099" "positive regulation of binding" "6/92" "173/18723" 0.000210956385526407 0.0014057232928813 0.000837230739969256 "TICAM1/STK4/ACE/IFNG/JAK2/NRP1" 6
"GO:0001911" "BP" "GO:0001911" "negative regulation of leukocyte mediated cytotoxicity" "3/92" "24/18723" 0.000215631363414705 0.00142410617025284 0.000848179345646118 "CX3CR1/HLA-A/HLA-B" 3
"GO:0016486" "BP" "GO:0016486" "peptide hormone processing" "3/92" "24/18723" 0.000215631363414705 0.00142410617025284 0.000848179345646118 "ACE/CTSL/FURIN" 3
"GO:0002753" "BP" "GO:0002753" "cytoplasmic pattern recognition receptor signaling pathway" "4/92" "60/18723" 0.000215698532054313 0.00142410617025284 0.000848179345646118 "IRF3/DDX58/IFIH1/TLR4" 4
"GO:0031638" "BP" "GO:0031638" "zymogen activation" "4/92" "60/18723" 0.000215698532054313 0.00142410617025284 0.000848179345646118 "FADD/CTSL/FURIN/SERPINE1" 4
"GO:0043406" "BP" "GO:0043406" "positive regulation of MAP kinase activity" "5/92" "112/18723" 0.00022762824341911 0.00149942274105432 0.00089303692794798 "IL1B/TLR4/TNF/VEGFA/ERN1" 5
"GO:0042060" "BP" "GO:0042060" "wound healing" "9/92" "422/18723" 0.000229592074056023 0.00150794967559776 0.000898115460653263 "IL6ST/SLC11A1/ADAM17/JAK2/MTOR/SERPINE1/TLR4/TNF/VEGFA" 9
"GO:0034113" "BP" "GO:0034113" "heterotypic cell-cell adhesion" "4/92" "61/18723" 0.000229972826570968 0.00150794967559776 0.000898115460653263 "IL1B/IL1RN/IL10/TNF" 4
"GO:0062012" "BP" "GO:0062012" "regulation of small molecule metabolic process" "8/92" "334/18723" 0.000239017000891597 0.0015636829762202 0.000931309498738389 "RANBP2/IL1B/STAT3/MST1/IFNG/MTOR/NFKB1/TNF" 8
"GO:0048143" "BP" "GO:0048143" "astrocyte activation" "3/92" "25/18723" 0.00024416555292818 0.00158066267348141 0.000941422388362152 "IFNGR1/IFNG/TNF" 3
"GO:0098581" "BP" "GO:0098581" "detection of external biotic stimulus" "3/92" "25/18723" 0.00024416555292818 0.00158066267348141 0.000941422388362152 "HLA-A/TLR4/HLA-B" 3
"GO:0140448" "BP" "GO:0140448" "signaling receptor ligand precursor processing" "3/92" "25/18723" 0.00024416555292818 0.00158066267348141 0.000941422388362152 "ACE/CTSL/FURIN" 3
"GO:1902993" "BP" "GO:1902993" "positive regulation of amyloid precursor protein catabolic process" "3/92" "25/18723" 0.00024416555292818 0.00158066267348141 0.000941422388362152 "IFNGR1/IFNG/TNF" 3
"GO:0046824" "BP" "GO:0046824" "positive regulation of nucleocytoplasmic transport" "4/92" "62/18723" 0.000244914655187754 0.00158066267348141 0.000941422388362152 "IL1B/IFNG/JAK2/MAVS" 4
"GO:0070265" "BP" "GO:0070265" "necrotic cell death" "4/92" "62/18723" 0.000244914655187754 0.00158066267348141 0.000941422388362152 "TLR3/FADD/IRF3/TNF" 4
"GO:0006109" "BP" "GO:0006109" "regulation of carbohydrate metabolic process" "6/92" "178/18723" 0.000246041905797807 0.00158437747410606 0.00094363487590615 "RANBP2/STAT3/MST1/IFNG/MTOR/NFKB1" 6
"GO:0002704" "BP" "GO:0002704" "negative regulation of leukocyte mediated immunity" "4/92" "63/18723" 0.000260542193577681 0.00167026156239978 0.000994786335911024 "CX3CR1/CCR2/HLA-A/HLA-B" 4
"GO:0031343" "BP" "GO:0031343" "positive regulation of cell killing" "4/92" "63/18723" 0.000260542193577681 0.00167026156239978 0.000994786335911024 "FADD/HLA-A/IFNG/HLA-B" 4
"GO:0052548" "BP" "GO:0052548" "regulation of endopeptidase activity" "9/92" "432/18723" 0.000272892367460606 0.00174553870678588 0.00103962043634623 "RAG1/FADD/STAT3/FURIN/JAK2/NLRP3/SERPINE1/TNF/VEGFA" 9
"GO:0019883" "BP" "GO:0019883" "antigen processing and presentation of endogenous antigen" "3/92" "26/18723" 0.000275033347010797 0.00174755701905975 0.00104082251721599 "HLA-A/HLA-C/HLA-B" 3
"GO:0097066" "BP" "GO:0097066" "response to thyroid hormone" "3/92" "26/18723" 0.000275033347010797 0.00174755701905975 0.00104082251721599 "CTSB/CTSL/CTSS" 3
"GO:1905523" "BP" "GO:1905523" "positive regulation of macrophage migration" "3/92" "26/18723" 0.000275033347010797 0.00174755701905975 0.00104082251721599 "CX3CR1/CCL3/MAPK3" 3
"GO:0030888" "BP" "GO:0030888" "regulation of B cell proliferation" "4/92" "64/18723" 0.00027687372493495 0.00175150074452242 0.0010431713494535 "TICAM1/IL10/IL7/TLR4" 4
"GO:0048247" "BP" "GO:0048247" "lymphocyte chemotaxis" "4/92" "64/18723" 0.00027687372493495 0.00175150074452242 0.0010431713494535 "CCR2/CCL3/ADAM17/CXCL10" 4
"GO:0045165" "BP" "GO:0045165" "cell fate commitment" "7/92" "258/18723" 0.000281292557594693 0.00177554335255375 0.00105749081802516 "IL6R/STAT3/CTSL/IL7/MTOR/NRP1/MCL1" 7
"GO:0050673" "BP" "GO:0050673" "epithelial cell proliferation" "9/92" "437/18723" 0.000296963109172904 0.00187034659987847 0.00111395441460288 "STAT1/STAT3/ADAM17/IL10/MTOR/NRP1/TNF/VEGFA/ERN1" 9
"GO:0042104" "BP" "GO:0042104" "positive regulation of activated T cell proliferation" "3/92" "27/18723" 0.000308314278264303 0.0019333594043124 0.00115148403166971 "FADD/IL18/IL2RA" 3
"GO:1903203" "BP" "GO:1903203" "regulation of oxidative stress-induced neuron death" "3/92" "27/18723" 0.000308314278264303 0.0019333594043124 0.00115148403166971 "IL10/TLR4/MCL1" 3
"GO:0014015" "BP" "GO:0014015" "positive regulation of gliogenesis" "4/92" "66/18723" 0.000311722408329011 0.00194623207982809 0.00115915083188706 "IL1B/IL6ST/MTOR/TNF" 4
"GO:0050766" "BP" "GO:0050766" "positive regulation of phagocytosis" "4/92" "66/18723" 0.000311722408329011 0.00194623207982809 0.00115915083188706 "IL1B/SLC11A1/IFNG/TNF" 4
"GO:0051897" "BP" "GO:0051897" "positive regulation of protein kinase B signaling" "5/92" "120/18723" 0.000313559326186661 0.00195345419698067 0.00116345223211171 "CX3CR1/CCL3/IL18/MTOR/TNF" 5
"GO:0001906" "BP" "GO:0001906" "cell killing" "6/92" "188/18723" 0.000329924449345717 0.00204871373106343 0.00122018758722257 "CX3CR1/FADD/HLA-A/IFNG/IL18/HLA-B" 6
"GO:0050435" "BP" "GO:0050435" "amyloid-beta metabolic process" "4/92" "67/18723" 0.000330276621686061 0.00204871373106343 0.00122018758722257 "IFNGR1/ACE/IFNG/TNF" 4
"GO:0002675" "BP" "GO:0002675" "positive regulation of acute inflammatory response" "3/92" "28/18723" 0.000344086579872171 0.00211609562610894 0.00126031937854678 "IL1B/IL6ST/TNF" 3
"GO:0031342" "BP" "GO:0031342" "negative regulation of cell killing" "3/92" "28/18723" 0.000344086579872171 0.00211609562610894 0.00126031937854678 "CX3CR1/HLA-A/HLA-B" 3
"GO:0045671" "BP" "GO:0045671" "negative regulation of osteoclast differentiation" "3/92" "28/18723" 0.000344086579872171 0.00211609562610894 0.00126031937854678 "TLR3/CCL3/TLR4" 3
"GO:1903672" "BP" "GO:1903672" "positive regulation of sprouting angiogenesis" "3/92" "28/18723" 0.000344086579872171 0.00211609562610894 0.00126031937854678 "IL10/JAK1/VEGFA" 3
